country_name_short,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
GRC,2004-03-07,2004-03-10,Karamanlis Kos I,0,0,0,12,300,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,0.727619064649,41,201,876,190,614
GRC,2004-03-07,2004-03-10,Karamanlis Kos I,0,1,1,165,300,ND,Néa Đimokratía,New Democracy,6.42714292526,41,201,876,190,47
GRC,2004-03-07,2004-03-10,Karamanlis Kos I,0,0,0,117,300,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,4.34,41,201,876,190,1338
GRC,2004-03-07,2004-03-10,Karamanlis Kos I,0,0,0,6,300,SYN,Synaspismós,Synaspismos,2.72619048754,41,201,876,190,1441
GRC,2007-09-16,2007-10-01,Karamanlis Kos II,0,0,0,22,300,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,0.727619064649,41,466,581,876,614
GRC,2007-09-16,2007-10-01,Karamanlis Kos II,0,0,0,10,300,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,9.11,41,466,581,876,1179
GRC,2007-09-16,2007-10-01,Karamanlis Kos II,0,1,1,152,300,ND,Néa Đimokratía,New Democracy,6.42714292526,41,466,581,876,47
GRC,2007-09-16,2007-10-01,Karamanlis Kos II,0,0,0,102,300,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,4.34,41,466,581,876,1338
GRC,2007-09-16,2007-10-01,Karamanlis Kos II,0,0,0,14,300,SRA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2.91228068502,41,466,581,876,1592
GRC,2009-10-04,2009-10-06,Papandreou G,0,0,0,21,300,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,0.727619064649,41,651,224,581,614
GRC,2009-10-04,2009-10-06,Papandreou G,0,0,0,15,300,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,9.11,41,651,224,581,1179
GRC,2009-10-04,2009-10-06,Papandreou G,0,0,0,91,300,ND,Néa Đimokratía,New Democracy,6.42714292526,41,651,224,581,47
GRC,2009-10-04,2009-10-06,Papandreou G,0,1,1,160,300,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,4.34,41,651,224,581,1338
GRC,2009-10-04,2009-10-06,Papandreou G,0,0,0,13,300,SRA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2.91228068502,41,651,224,581,1592
HUN,1990-04-08,1990-05-23,Antall,0,0,0,2,386,ASZ,Agrárszövetség,Agrarian Alliance,,39,257,369,,1183
HUN,1990-04-08,1990-05-23,Antall,0,1,0,44,386,FKgP,Független Kisgazda Párt,Independent Small Holders Party,9.52222222222,39,257,369,,870
HUN,1990-04-08,1990-05-23,Antall,0,0,0,22,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,257,369,,921
HUN,1990-04-08,1990-05-23,Antall,0,1,0,21,386,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,257,369,,434
HUN,1990-04-08,1990-05-23,Antall,0,1,1,164,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,257,369,,546
HUN,1990-04-08,1990-05-23,Antall,0,0,0,33,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,257,369,,1591
HUN,1990-04-08,1990-05-23,Antall,0,0,0,93,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,257,369,,1426
HUN,1990-04-08,1990-05-23,Antall,0,0,0,4,386,joint,joint candidates,joint candidates,,39,257,369,,1586
HUN,1990-04-08,1990-05-23,Antall,0,0,0,3,386,none,független,no party affiliation,,39,257,369,,1617
HUN,1990-04-08,1993-12-21,Boross,0,0,0,2,386,ASZ,Agrárszövetség,Agrarian Alliance,,39,257,13,369,1183
HUN,1990-04-08,1993-12-21,Boross,0,1,0,44,386,FKgP,Független Kisgazda Párt,Independent Small Holders Party,9.52222222222,39,257,13,369,870
HUN,1990-04-08,1993-12-21,Boross,0,0,0,22,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,257,13,369,921
HUN,1990-04-08,1993-12-21,Boross,0,1,0,21,386,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,257,13,369,434
HUN,1990-04-08,1993-12-21,Boross,0,1,1,164,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,257,13,369,546
HUN,1990-04-08,1993-12-21,Boross,0,0,0,33,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,257,13,369,1591
HUN,1990-04-08,1993-12-21,Boross,0,0,0,93,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,257,13,369,1426
HUN,1990-04-08,1993-12-21,Boross,0,0,0,4,386,joint,joint candidates,joint candidates,,39,257,13,369,1586
HUN,1990-04-08,1993-12-21,Boross,0,0,0,3,386,none,független,no party affiliation,,39,257,13,369,1617
HUN,1994-05-29,1994-07-15,Horn,0,0,0,1,386,ASZ,Agrárszövetség,Agrarian Alliance,,39,620,488,13,1183
HUN,1994-05-29,1994-07-15,Horn,0,0,0,26,386,FKgP,Független Kisgazda Párt,Independent Small Holders Party,9.52222222222,39,620,488,13,870
HUN,1994-05-29,1994-07-15,Horn,0,0,0,20,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,620,488,13,921
HUN,1994-05-29,1994-07-15,Horn,0,0,0,22,386,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,620,488,13,434
HUN,1994-05-29,1994-07-15,Horn,0,0,0,38,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,620,488,13,546
HUN,1994-05-29,1994-07-15,Horn,0,1,1,209,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,620,488,13,1591
HUN,1994-05-29,1994-07-15,Horn,0,1,0,69,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,620,488,13,1426
HUN,1994-05-29,1994-07-15,Horn,0,0,0,1,386,VP,Vállalkozók Pártja Egyesület,Entrepreneurs' Party,,39,620,488,13,1203
HUN,1998-05-24,1998-07-06,Orban I,0,1,0,48,386,FKgP,Független Kisgazda Párt,Independent Small Holders Party,9.52222222222,39,671,827,488,870
HUN,1998-05-24,1998-07-06,Orban I,0,1,1,148,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,671,827,488,921
HUN,1998-05-24,1998-07-06,Orban I,0,1,0,17,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,671,827,488,546
HUN,1998-05-24,1998-07-06,Orban I,0,0,0,14,386,MIEP,Magyar Igazság és Élet Pártja,Hungarian Justice and Life Party,9.71,39,671,827,488,95
HUN,1998-05-24,1998-07-06,Orban I,0,0,0,134,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,671,827,488,1591
HUN,1998-05-24,1998-07-06,Orban I,0,0,0,24,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,671,827,488,1426
HUN,1998-05-24,1998-07-06,Orban I,0,0,0,1,386,none,független,no party affiliation,,39,671,827,488,1617
HUN,2002-04-21,2002-05-27,Medgyessy,0,0,0,164,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,463,302,827,921
HUN,2002-04-21,2002-05-27,Medgyessy,0,0,0,24,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,463,302,827,546
HUN,2002-04-21,2002-05-27,Medgyessy,0,1,1,178,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,463,302,827,1591
HUN,2002-04-21,2002-05-27,Medgyessy,0,1,0,20,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,463,302,827,1426
HUN,2002-04-21,2004-09-29,Gyuresany I,0,0,0,164,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,463,188,302,921
HUN,2002-04-21,2004-09-29,Gyuresany I,0,0,0,24,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,463,188,302,546
HUN,2002-04-21,2004-09-29,Gyuresany I,0,1,1,178,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,463,188,302,1591
HUN,2002-04-21,2004-09-29,Gyuresany I,0,1,0,20,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,463,188,302,1426
HUN,2006-04-09,2006-06-09,Gyurcsany II,0,0,0,141,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,194,325,188,921
HUN,2006-04-09,2006-06-09,Gyurcsany II,0,0,0,23,386,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,194,325,188,434
HUN,2006-04-09,2006-06-09,Gyurcsany II,0,0,0,11,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,194,325,188,546
HUN,2006-04-09,2006-06-09,Gyurcsany II,0,1,1,190,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,194,325,188,1591
HUN,2006-04-09,2006-06-09,Gyurcsany II,0,0,0,1,386,SE,Somogyért Egyesület,Association for Somogy,,39,194,325,188,952
HUN,2006-04-09,2006-06-09,Gyurcsany II,0,1,0,20,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,194,325,188,1426
HUN,2006-04-09,2008-05-02,Gyurcsany III,0,0,0,141,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,194,706,325,921
HUN,2006-04-09,2008-05-02,Gyurcsany III,0,0,0,23,386,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,194,706,325,434
HUN,2006-04-09,2008-05-02,Gyurcsany III,0,0,0,11,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,194,706,325,546
HUN,2006-04-09,2008-05-02,Gyurcsany III,0,1,1,190,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,194,706,325,1591
HUN,2006-04-09,2008-05-02,Gyurcsany III,0,0,0,1,386,SE,Somogyért Egyesület,Association for Somogy,,39,194,706,325,952
HUN,2006-04-09,2008-05-02,Gyurcsany III,0,0,0,20,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,194,706,325,1426
HUN,2006-04-09,2009-04-14,Bajnai,0,0,0,141,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,194,162,706,921
HUN,2006-04-09,2009-04-14,Bajnai,0,0,0,23,386,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,194,162,706,434
HUN,2006-04-09,2009-04-14,Bajnai,0,0,0,11,386,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,6.42851851852,39,194,162,706,546
HUN,2006-04-09,2009-04-14,Bajnai,0,1,0,190,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,194,162,706,1591
HUN,2006-04-09,2009-04-14,Bajnai,0,0,0,1,386,SE,Somogyért Egyesület,Association for Somogy,,39,194,162,706,952
HUN,2006-04-09,2009-04-14,Bajnai,0,0,0,20,386,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,4.01703703704,39,194,162,706,1426
HUN,2010-04-25,2010-05-29,Orban II,0,1,1,227,386,Fides-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Hungarian Civic Union,6.25148148148,39,688,846,162,921
HUN,2010-04-25,2010-05-29,Orban II,0,1,0,36,386,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,688,846,162,434
HUN,2010-04-25,2010-05-29,Orban II,0,0,0,16,386,LMP,Lehet Más a Politika,Politics Can Be Different,,39,688,846,162,403
HUN,2010-04-25,2010-05-29,Orban II,0,0,0,47,386,MIEP-Jobbik,Magyar Igazság és Élet Pártja – Jobbik a Harmadik Út,Hungarian Justice and Life Party -- Jobbik and Third Way Alliance,9.71,39,688,846,162,584
HUN,2010-04-25,2010-05-29,Orban II,0,0,0,59,386,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.77555555556,39,688,846,162,1591
HUN,2010-04-25,2010-05-29,Orban II,0,0,0,1,386,none,független,no party affiliation,,39,688,846,162,1617
IRL,1944-05-30,1944-06-09,Valera VII,0,0,0,9,138,CnT,Clann na Talmhan,Party of the Land,,37,122,151,,923
IRL,1944-05-30,1944-06-09,Valera VII,0,1,1,76,138,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,122,151,,280
IRL,1944-05-30,1944-06-09,Valera VII,0,0,0,30,138,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,122,151,,1393
IRL,1944-05-30,1944-06-09,Valera VII,0,0,0,8,138,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,122,151,,318
IRL,1944-05-30,1944-06-09,Valera VII,0,0,0,4,138,NL,National Labour Party,National Labour Party,,37,122,151,,156
IRL,1944-05-30,1944-06-09,Valera VII,0,0,0,11,138,none,no party affiliation,no party affiliation,,37,122,151,,30
IRL,1948-02-04,1948-02-18,Costello I,0,1,0,10,147,CnP,Clann na Poblachta,Republican Party,,37,60,154,151,92
IRL,1948-02-04,1948-02-18,Costello I,0,1,0,7,147,CnT,Clann na Talmhan,Party of the Land,,37,60,154,151,923
IRL,1948-02-04,1948-02-18,Costello I,0,0,0,68,147,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,60,154,151,280
IRL,1948-02-04,1948-02-18,Costello I,0,1,1,31,147,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,60,154,151,1393
IRL,1948-02-04,1948-02-18,Costello I,0,1,0,14,147,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,60,154,151,318
IRL,1948-02-04,1948-02-18,Costello I,0,1,0,5,147,NL,National Labour Party,National Labour Party,,37,60,154,151,156
IRL,1948-02-04,1948-02-18,Costello I,0,0,0,12,147,none,no party affiliation,no party affiliation,,37,60,154,151,30
IRL,1951-05-30,1951-06-13,Valera VIII,0,0,0,2,147,CnP,Clann na Poblachta,Republican Party,,37,515,643,154,92
IRL,1951-05-30,1951-06-13,Valera VIII,0,0,0,6,147,CnT,Clann na Talmhan,Party of the Land,,37,515,643,154,923
IRL,1951-05-30,1951-06-13,Valera VIII,0,1,1,69,147,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,515,643,154,280
IRL,1951-05-30,1951-06-13,Valera VIII,0,0,0,40,147,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,515,643,154,1393
IRL,1951-05-30,1951-06-13,Valera VIII,0,0,0,16,147,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,515,643,154,318
IRL,1951-05-30,1951-06-13,Valera VIII,0,0,0,14,147,none,no party affiliation,no party affiliation,,37,515,643,154,30
IRL,1954-04-18,1954-06-02,Costello,0,0,0,3,147,CnP,Clann na Poblachta,Republican Party,,37,584,626,643,92
IRL,1954-04-18,1954-06-02,Costello,0,1,0,5,147,CnT,Clann na Talmhan,Party of the Land,,37,584,626,643,923
IRL,1954-04-18,1954-06-02,Costello,0,0,0,65,147,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,584,626,643,280
IRL,1954-04-18,1954-06-02,Costello,0,1,1,50,147,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,584,626,643,1393
IRL,1954-04-18,1954-06-02,Costello,0,1,0,19,147,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,584,626,643,318
IRL,1954-04-18,1954-06-02,Costello,0,0,0,5,147,none,no party affiliation,no party affiliation,,37,584,626,643,30
IRL,1957-03-05,1957-03-20,Valera IX,0,0,0,1,147,CP,Páirtí Cumannach na hÉireann,Communist Party,2.41666666667,37,469,523,626,553
IRL,1957-03-05,1957-03-20,Valera IX,0,0,0,1,147,CnP,Clann na Poblachta,Republican Party,,37,469,523,626,92
IRL,1957-03-05,1957-03-20,Valera IX,0,0,0,3,147,CnT,Clann na Talmhan,Party of the Land,,37,469,523,626,923
IRL,1957-03-05,1957-03-20,Valera IX,0,1,1,78,147,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,469,523,626,280
IRL,1957-03-05,1957-03-20,Valera IX,0,0,0,40,147,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,469,523,626,1393
IRL,1957-03-05,1957-03-20,Valera IX,0,0,0,12,147,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,469,523,626,318
IRL,1957-03-05,1957-03-20,Valera IX,0,0,0,4,147,SF,Sinn Féin,Sinn Fein,2.03157901764,37,469,523,626,433
IRL,1957-03-05,1957-03-20,Valera IX,0,0,0,8,147,none,no party affiliation,no party affiliation,,37,469,523,626,30
IRL,1957-03-05,1959-06-23,Lemass I,0,0,0,1,147,CP,Páirtí Cumannach na hÉireann,Communist Party,2.41666666667,37,469,364,523,553
IRL,1957-03-05,1959-06-23,Lemass I,0,0,0,1,147,CnP,Clann na Poblachta,Republican Party,,37,469,364,523,92
IRL,1957-03-05,1959-06-23,Lemass I,0,0,0,3,147,CnT,Clann na Talmhan,Party of the Land,,37,469,364,523,923
IRL,1957-03-05,1959-06-23,Lemass I,0,1,1,78,147,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,469,364,523,280
IRL,1957-03-05,1959-06-23,Lemass I,0,0,0,40,147,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,469,364,523,1393
IRL,1957-03-05,1959-06-23,Lemass I,0,0,0,12,147,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,469,364,523,318
IRL,1957-03-05,1959-06-23,Lemass I,0,0,0,4,147,SF,Sinn Féin,Sinn Fein,2.03157901764,37,469,364,523,433
IRL,1957-03-05,1959-06-23,Lemass I,0,0,0,8,147,none,no party affiliation,no party affiliation,,37,469,364,523,30
IRL,1961-10-04,1961-10-11,Lemass II,0,0,0,1,144,CnP,Clann na Poblachta,Republican Party,,37,413,667,364,92
IRL,1961-10-04,1961-10-11,Lemass II,0,0,0,2,144,CnT,Clann na Talmhan,Party of the Land,,37,413,667,364,923
IRL,1961-10-04,1961-10-11,Lemass II,0,1,1,70,144,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,413,667,364,280
IRL,1961-10-04,1961-10-11,Lemass II,0,0,0,47,144,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,413,667,364,1393
IRL,1961-10-04,1961-10-11,Lemass II,0,0,0,16,144,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,413,667,364,318
IRL,1961-10-04,1961-10-11,Lemass II,0,0,0,2,144,NPD,National Progressive Democrats,National Progressive Democrats,,37,413,667,364,523
IRL,1961-10-04,1961-10-11,Lemass II,0,0,0,6,144,none,no party affiliation,no party affiliation,,37,413,667,364,30
IRL,1965-04-07,1965-04-21,Lemass III,0,0,0,1,144,CnP,Clann na Poblachta,Republican Party,,37,323,217,667,92
IRL,1965-04-07,1965-04-21,Lemass III,0,1,1,72,144,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,323,217,667,280
IRL,1965-04-07,1965-04-21,Lemass III,0,0,0,47,144,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,323,217,667,1393
IRL,1965-04-07,1965-04-21,Lemass III,0,0,0,22,144,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,323,217,667,318
IRL,1965-04-07,1965-04-21,Lemass III,0,0,0,2,144,none,no party affiliation,no party affiliation,,37,323,217,667,30
IRL,1965-04-07,1966-11-10,Lynch I,0,0,0,1,144,CnP,Clann na Poblachta,Republican Party,,37,323,602,217,92
IRL,1965-04-07,1966-11-10,Lynch I,0,1,1,72,144,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,323,602,217,280
IRL,1965-04-07,1966-11-10,Lynch I,0,0,0,47,144,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,323,602,217,1393
IRL,1965-04-07,1966-11-10,Lynch I,0,0,0,22,144,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,323,602,217,318
IRL,1965-04-07,1966-11-10,Lynch I,0,0,0,2,144,none,no party affiliation,no party affiliation,,37,323,602,217,30
IRL,1969-06-16,1969-07-02,Lynch II,0,1,1,75,144,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,641,863,602,280
IRL,1969-06-16,1969-07-02,Lynch II,0,0,0,50,144,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,641,863,602,1393
IRL,1969-06-16,1969-07-02,Lynch II,0,0,0,18,144,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,641,863,602,318
IRL,1969-06-16,1969-07-02,Lynch II,0,0,0,1,144,none,no party affiliation,no party affiliation,,37,641,863,602,30
IRL,1973-02-28,1973-03-14,Cosgrave,0,0,0,69,144,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,283,315,863,280
IRL,1973-02-28,1973-03-14,Cosgrave,0,1,1,54,144,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,283,315,863,1393
IRL,1973-02-28,1973-03-14,Cosgrave,0,1,0,19,144,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,283,315,863,318
IRL,1973-02-28,1973-03-14,Cosgrave,0,0,0,2,144,none,no party affiliation,no party affiliation,,37,283,315,863,30
IRL,1977-06-16,1977-07-05,Lynch III,0,1,1,84,148,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,6,794,315,280
IRL,1977-06-16,1977-07-05,Lynch III,0,0,0,43,148,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,6,794,315,1393
IRL,1977-06-16,1977-07-05,Lynch III,0,0,0,17,148,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,6,794,315,318
IRL,1977-06-16,1977-07-05,Lynch III,0,0,0,4,148,none,no party affiliation,no party affiliation,,37,6,794,315,30
IRL,1977-06-16,1979-12-12,Haughey I,0,1,1,84,148,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,6,442,794,280
IRL,1977-06-16,1979-12-12,Haughey I,0,0,0,43,148,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,6,442,794,1393
IRL,1977-06-16,1979-12-12,Haughey I,0,0,0,17,148,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,6,442,794,318
IRL,1977-06-16,1979-12-12,Haughey I,0,0,0,4,148,none,no party affiliation,no party affiliation,,37,6,442,794,30
IRL,1981-06-11,1981-06-30,Fitzgerald I,0,0,0,78,166,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,47,335,442,280
IRL,1981-06-11,1981-06-30,Fitzgerald I,0,1,1,65,166,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,47,335,442,1393
IRL,1981-06-11,1981-06-30,Fitzgerald I,0,0,0,2,166,H-B,Anti H-Block,Anti H-Block,,37,47,335,442,1323
IRL,1981-06-11,1981-06-30,Fitzgerald I,0,1,0,15,166,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,47,335,442,318
IRL,1981-06-11,1981-06-30,Fitzgerald I,0,0,0,1,166,SLP,Socialist Labour Party,Socialist Labour Party,,37,47,335,442,682
IRL,1981-06-11,1981-06-30,Fitzgerald I,0,0,0,1,166,WP,Páirtí na nOibrithe,Workers Party,1.8,37,47,335,442,1489
IRL,1981-06-11,1981-06-30,Fitzgerald I,0,0,0,4,166,none,no party affiliation,no party affiliation,,37,47,335,442,30
IRL,1982-02-18,1982-03-09,Haughey II,0,1,1,81,166,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,228,54,335,280
IRL,1982-02-18,1982-03-09,Haughey II,0,0,0,63,166,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,228,54,335,1393
IRL,1982-02-18,1982-03-09,Haughey II,0,0,0,15,166,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,228,54,335,318
IRL,1982-02-18,1982-03-09,Haughey II,0,0,0,3,166,WP,Páirtí na nOibrithe,Workers Party,1.8,37,228,54,335,1489
IRL,1982-02-18,1982-03-09,Haughey II,0,0,0,4,166,none,no party affiliation,no party affiliation,,37,228,54,335,30
IRL,1982-11-24,1982-12-14,Fitzgerald II,0,0,0,75,166,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,307,867,54,280
IRL,1982-11-24,1982-12-14,Fitzgerald II,0,1,1,70,166,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,307,867,54,1393
IRL,1982-11-24,1982-12-14,Fitzgerald II,0,1,0,16,166,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,307,867,54,318
IRL,1982-11-24,1982-12-14,Fitzgerald II,0,0,0,2,166,WP,Páirtí na nOibrithe,Workers Party,1.8,37,307,867,54,1489
IRL,1982-11-24,1982-12-14,Fitzgerald II,0,0,0,3,166,none,no party affiliation,no party affiliation,,37,307,867,54,30
IRL,1987-02-17,1987-03-10,Haughey III,0,0,0,1,166,DSP,Democratic Socialist Party,Democratic Socialist Party,,37,43,77,867,379
IRL,1987-02-17,1987-03-10,Haughey III,0,1,1,81,166,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,43,77,867,280
IRL,1987-02-17,1987-03-10,Haughey III,0,0,0,51,166,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,43,77,867,1393
IRL,1987-02-17,1987-03-10,Haughey III,0,0,0,12,166,Lab,Páirti Lucht Oibre,Labour Party,3.67888888889,37,43,77,867,318
IRL,1987-02-17,1987-03-10,Haughey III,0,0,0,14,166,PD,An Pairti Daonlathach,Progressive Democrats,7.99027777778,37,43,77,867,651
IRL,1987-02-17,1987-03-10,Haughey III,0,0,0,4,166,WP,Páirtí na nOibrithe,Workers Party,1.8,37,43,77,867,1489
IRL,1987-02-17,1987-03-10,Haughey III,0,0,0,3,166,none,no party affiliation,no party affiliation,,37,43,77,867,30
IRL,1989-06-15,1989-07-12,Haughey IV,0,0,0,1,166,DSP,Democratic Socialist Party,Democratic Socialist Party,,37,590,215,77,379
IRL,1989-06-15,1989-07-12,Haughey IV,0,1,1,77,166,FF,Fianna Fáil,Fianna Fail (Soldiers of Destiny),5.99266666667,37,590,215,77,280
IRL,1989-06-15,1989-07-12,Haughey IV,0,0,0,55,166,FG,Fine Gael,Fine Gael (Familiy of the Irish),6.48933333333,37,590,215,77,1393
IRL,1989-06-15,1989-07-12,Haughey IV,0,0,0,1,166,Greens,Green Party-Comhaontas Glas,Green Party,2.42111108462,37,590,215,77,1573
